NWS  |USGS           |        |   |           |            |
5 CHR|STATION        |GOES    |NWS|LATITUDE   |LONGITUDE   |LOCATION
IDENT|NUMBER         |IDENTIFR|HSA|dd mm ss   | ddd mm ss  |NAME
-----|---------------|--------|---|-----------|------------|------------------------------
LKBM6|02433151       |CE2EF7D0|MEG|34 03 46.8 |088 25 40.8 |TENN-TOM WATERWAY BL WILKINS L&D NR SMITHVILLE MS
LKCM6|02431011       |CE00F256|MEG|34 15 17.9 |088 25 27.0 |TENN-TOM WATERWAY BL FULTON L&D NR FULTON MS
LKDM6|02430626       |CE00E120|MEG|34 21 37.3 |088 24 31.6 |TENN-TOM WATERWAY BL RANKIN L&D NR FULTON MS
LMGM6|07280000       |CE40871A|MEG|34 10 50   |090 12 55   |TALLAHATCHIE RIVER NR LAMBERT MS
MORM6|02430085       |163E8644|MEG|34 28 00   |088 17 01   |RED BUD CREEK NR MOORES MILL MS
NETM6|02436500       |163E9BE0|MEG|34 03 33   |088 37 41   |TOWN CREEK NR NETTLETON MS
OLVM6|07275900       |170085FE|MEG|34 54 27   |089 45 12   |COLDWATER RIVER NR OLIVE BRANCH MS
OXDM6|07274000       |CE5EFCAE|MEG|34 16 24   |089 31 17   |YOCONA RIVER NR OXFORD MS
SARM6|07279700       |CE416612|MEG|34 34 32   |090 13 28   |COLDWATER RIVER AT SARAH MS
TMTM6|02432500       |1714014E|MEG|34 14 21   |088 16 18   |BULL MOUNTAIN CREEK AT TREMONT MS
TPOM6|02435020       |170701DE|MEG|34 14 08   |088 41 45   |TOWN CREEK AT EASON BOULEVARD AT TUPELO MS
TSHM6|07282100       |16662658|MEG|33 48 53   |089 20 45   |TOPASHAW CREEK CANAL NR CALHOUN CITY MS
WLNM6|07029270       |1702708E|MEG|34 56 30   |088 47 15   |HATCHIE RIVER NR WALNUT MS
JNCM6|02479155       |162CE1C8|MOB|31 01 31   |089 01 00   |CYPRESS CREEK NR JANICE MS
LEKM6|02478500       |17CCC30C|MOB|31 08 55   |088 32 53   |CHICKASAWHAY RIVER AT LEAKESVILLE MS
MCLM6|02475000       |17CCA6EA|MOB|31 06 26.69|088 48 29.96|LEAF RIVER NR MCLAIN MS
MRRM6|02479000       |17CCF696|MOB|30 58 41   |088 43 37   |PASCAGOULA RIVER AT MERRILL MS
NAGM6|02474560       |DD9130F6|MOB|31 13 18   |089 03 11   |LEAF RIVER NR NEW AUGUSTA MS
PRKM6|02479191       |162CBF66|MOB|30 47 32.5 |089 08 09.9 |RED CREEK AT PERKINSTON MS
RNTM6|02474500       |1773B2C6|MOB|31 19 58   |089 06 45   |TALLAHALA CREEK NR RUNNELSTOWN MS
VESM6|02479300       |1747E1F0|MOB|30 44 10   |088 46 52   |RED CREEK AT VESTRY MS
WYNM6|02477500       |DD0343B4|MOB|31 40 56.6 |088 41 00.5 |CHICKASAWHAY RIVER NR WAYNESBORO MS
ASLM8|06307830       |16D07722|BYZ|45 50 25.39|106 13 24.36|TONGUE R BL BRANDENBERG BRIDGE NR ASHLAND MT
BFYM8|06207500       |173792CC|BYZ|45 00 35.68|109 03 55.32|CLARKS FORK YELLOWSTONE RIVER NR BELFRY MT
BGHM8|06294500       |CE790122|BYZ|46 07 28.10|107 28 07.65|BIGHORN RIVER AB TULLOCK CR NR BIGHORN MT
BILM8|06214500       |CE51B936|BYZ|45 48 00.43|108 28 04.91|YELLOWSTONE RIVER AT BILLINGS MT
BNYM8|06307616       |DD608396|BYZ|45 24 41.78|106 27 26.47|TONGUE R AT BIRNEY DAY SCHOOL BR NR BIRNEY MT
BOYM8|06211500       |DDD5F30E|BYZ|45 25 19.73|109 13 49.91|WILLOW CREEK NEAR BOYD MT
BTMM8|06200000       |DE09107C|BYZ|45 50 01.66|109 56 19.34|BOULDER RIVER AT BIG TIMBER MT
BYDM8|06211000       |171C7378|BYZ|45 26 16.26|109 15 11.92|RED LODGE CR AB COONEY RE NR BOYD MT
CORM8|06191500       |CE3091C0|BYZ|45 06 43.63|110 47 37.20|YELLOWSTONE RIVER AT CORWIN SPRINGS MT
DKRM8|06307500       |DD6090E0|BYZ|45 08 28.59|106 46 16.88|TONGUE RIVER AT TONGUE R DAM NR DECKER MT
DSLM8|06306300       |DE39B6F4|BYZ|45 00 32.89|106 50 09.40|TONGUE RIVER AT STATE LINE NR DECKER MT
EBRM8|06197800       |DDD38550|BYZ|45 30 44.4 |110 05 15.8 |EAST BOULDER RIVER BL DRY FORK CR NR MCLEOD MT
EDGM8|06208500       |DD3B37F2|BYZ|45 27 56.57|108 50 38.78|CLARKS FORK YELLOWSTONE RIVER AT EDGAR MT
FRYM8|06295000       |DE0655E4|BYZ|46 15 59.89|106 41 28.69|YELLOWSTONE RIVER AT FORSYTH MT
GBSM8|06043120       |16E96478|BYZ|45 17 50.20|111 12 41.01|GALLATIN RIVER ABOVE DEER CREEK NEAR BIG SKY MT
HRDM8|06294000       |174A77F4|BYZ|45 44 08.47|107 33 26.89|LITTLE BIGHORN RIVER NEAR HARDIN MT
LBSM8|06289000       |1734353A|BYZ|45 00 25.60|107 36 55.47|LITTLE BIGHORN RIVER AT STATE LINE NR WYOLA MT
LIVM8|06192500       |DDE53060|BYZ|45 35 49.96|110 33 59.39|YELLOWSTONE RIVER NEAR LIVINGSTON MT
LOCM8|06326500       |CE78DB62|BYZ|46 25 45.97|105 18 37.19|POWDER RIVER NEAR LOCATE MT
LVNM8|06125600       |DD1A5100|BYZ|46 17 20.6 |108 56 15.4 |MUSSELSHELL RIVER AB BIG COULEE CREEK AT LAVINA MT
MHDM8|06324500       |DDE55586|BYZ|45 03 25.91|105 52 42.16|POWDER RIVER AT MOORHEAD MT
MILM8|06309000       |CE5DB678|BYZ|46 25 14.78|105 51 36.12|YELLOWSTONE RIVER AT MILES CITY MT
MRMM8|06119600       |DDCDF036|BYZ|46 28 37.05|110 14 56.28|MUSSELSHELL RIVER NR MARTINSDALE MT
MUSM8|06127500       |DDD5D5E2|BYZ|46 31 20.73|108 06 31.94|MUSSELSHELL RIVER AT MUSSELSHELL MT
RCLM8|06295220       |16F3A7AA|BYZ|45 40 33   |106 41 59   |ROSEBUD C BEL LAME DEER C NR LAME DEER MT
RCRM8|06295113       |DE09030A|BYZ|45 21 40.20|106 59 25.28|ROSEBUD C AT RESERVATION BNDRY NR KIRBY MT
ROKM8|06209500       |172D278E|BYZ|45 05 10.13|109 19 45.08|ROCK CREEK NEAR RED LODGE MT
SHAM8|06123030       |DD603018|BYZ|46 19 08.37|109 27 37.97|MUSSELSHELL RIVER AB MUD CR NR SHAWMUT MT
SLDM8|06195600       |DE0030CC|BYZ|45 44 18.10|110 28 46.09|SHIELDS RIVER NR LIVINGSTON MT
SRAM8|06205000       |174AF1E0|BYZ|45 32 12.27|109 25 19.40|STILLWATER RIVER NEAR ABSAROKEE MT
SRCM8|06192980       |DD5DD6FC|BYZ|46 10 01.78|110 33 15.43|SHIELDS RIVER AB SMITH CR NR WILSALL MT
STXM8|06287000       |344727D2|BYZ|45 19 00.85|107 55 08.00|BIGHORN R BL YELLOWTAIL AFTERBAY DAM NR ST. XAVIER
SXVM8|06287800       |DF05E0C6|BYZ|45 27 39   |107 44 55   |BIGHORN RIVER AT BRIDGE AT ST. XAVIER MT
TLBM8|06288400       |DF0566D2|BYZ|45 38 39   |107 39 27   |BIGHORN RIVER AT TWO LEGGINS BRIDGE NEAR HARDIN
WHCM8|06208790       |1638FEC8|BYZ|45 30 59   |108 49 51   |WHITE HORSE CANAL NEAR SILESIA MT
WRDM8|06204050       |DD54632E|BYZ|45 14 35.66|109 43 52.69|WEST ROSEBUD CREEK NEAR ROSCOE MT
WREM8|06204070       |DDFCC126|BYZ|45 15 16   |109 41 57   |W ROSEBUD CR AT EMERALD LK CAMPGROUND NR ROSCOE
BCHM8|06167500       |348692C2|GGW|48 25 13.12|107 10 16.10|BEAVER CREEK NEAR HINSDALE MT
BGCM8|06183450       |DD0F77B2|GGW|48 40 22.43|104 30 43.51|BIG MUDDY CREEK NEAR ANTELOPE MT
CBMM8|06185110       |DF04775E|GGW|48 09 52.13|104 37 46.27|BIG MUDDY CREEK NR MOUTH NR CULBERTSON MT
CLBM8|06185500       |CE51171C|GGW|48 07 24.60|104 28 23.88|MISSOURI RIVER NEAR CULBERTSON MT
DMRM8|06155030       |DE399018|GGW|48 24 10.00|108 17 38.74|MILK RIVER NEAR DODSON MT
EPRM8|06178500       |DD7F91EC|GGW|49 00 00.00|105 24 34.51|EAST POPLAR RIVER AT INTERNATIONAL BOUNDARY
FRAM8|06175510       |DF06043A|GGW|48 02 00   |106 00 00   |MISSOURI R AT E FRAZER PUMP PLANT NR FRAZER MT
FREM8|06164000       |4840E058|GGW|49 00 00.07|107 18 10.31|FRENCHMAN RIVER AT INTERNATIONAL BOUNDARY
FRZM8|06175100       |DE34937E|GGW|48 01 50   |106 07 20   |MISSOURI R AT W FRAZER PUMP PLANT NR FRAZER MT
GSCM8|06166000       |D104212C|GGW|48 21 24.42|107 34 55.87|BEAVER CR BL GUSTON COULEE NR SACO MT
MFLM8|06130000       |DDC7E212|GGW|46 55 43.18|107 55 58.23|FLATWILLOW CREEK NEAR MOSBY MT
MSBM8|06130500       |D10F618E|GGW|46 59 40.89|107 53 20.99|MUSSELSHELL RIVER AT MOSBY MT
NSHM8|06174500       |CE512C54|GGW|48 07 48.19|106 21 51.53|MILK RIVER AT NASHUA MT
ORHM8|06169500       |DDD0825E|GGW|48 58 09.75|106 50 23.43|ROCK CREEK BL HORSE CREEK NR INT'L BOUNDARY
PLRM8|06181000       |163A2386|GGW|48 07 04.50|105 11 34.14|POPLAR RIVER NEAR POPLAR MT
PPRM8|06178000       |174A8770|GGW|48 59 25.03|105 41 48.87|POPLAR RIVER AT INTERNATIONAL BOUNDARY
RRCM8|06177500       |DE02E350|GGW|47 24 50.30|105 34 32.32|REDWATER RIVER AT CIRCLE MT
SACM8|06164510       |CE78D5B0|GGW|48 30 33.13|107 13 07.52|MILK RIVER AT JUNEBERG BRIDGE NR SACO MT
SIDM8|06329500       |CE78A320|GGW|47 40 38.69|104 09 19.48|YELLOWSTONE RIVER NEAR SIDNEY MT
TMPM8|06172310       |163FA252|GGW|48 18 28.46|106 49 20.34|MILK RIVER AT TAMPICO MT
WPTM8|06177000       |CE5119CE|GGW|48 04 02.37|105 31 59.15|MISSOURI RIVER NEAR WOLF POINT MT
ABOM8|12340500       |DD116732|MSO|46 52 36.35|113 55 55.63|CLARK FORK ABOVE MISSOULA MT
ANDM8|12323760       |DDD553F6|MSO|46 08 01.20|112 54 11.35|WARM SPRINGS CREEK NEAR ANACONDA MT
ARLM8|12381400       |DE3A9716|MSO|47 11 43.98|113 51 02.65|SOUTH FORK JOCKO RIVER NEAR ARLEE MT
BELM8|12353000       |DD11374E|MSO|46 52 07.08|114 07 39.89|CLARK FORK BELOW MISSOULA MT
BITM8|12352500       |DDF7320A|MSO|46 49 54.26|114 03 17.50|BITTERROOT RIVER NEAR MISSOULA MT
BKCM8|12323233       |D10F31F2|MSO|45 59 28.57|112 31 38.49|BLACKTAIL CREEK ABOVE GROVE GULCH AT BUTTE MT
BLAM8|12335100       |DDD7B5F0|MSO|46 55 07.66|113 00 53.95|BLACKFOOT R AB NEVADA CR NR HELMVILLE MT
BMXM8|12330000       |164012E2|MSO|46 28 17.95|113 14 08.77|BOULDER CREEK AT MAXVILLE MT
BNRM8|12334550       |DD964452|MSO|46 49 33.28|113 48 50.51|CLARK FORK AT TURAH BRIDGE NR BONNER MT
BONM8|12340000       |D10F4762|MSO|46 53 57.88|113 45 22.75|BLACKFOOT RIVER NEAR BONNER MT
CFMM8|12363000       |345D3268|MSO|48 21 42.52|114 11 05.82|FLATHEAD RIVER AT COLUMBIA FALLS MT
DARM8|12344000       |DE39C064|MSO|45 58 19.38|114 08 28.44|BITTERROOT RIVER NEAR DARBY MT
DLGM8|12324200       |17397556|MSO|46 23 51.54|112 44 33.14|CLARK FORK AT DEER LODGE MT
DRBM8|460140114103400|16377E4E|MSO|46 01 40   |114 10 34   |DARBY P. AT DARBY MT
DRMM8|12331800       |DDCDE340|MSO|46 42 42.89|113 19 50.81|CLARK FORK NEAR DRUMMOND MT
FCFM8|12355500       |345CE6FA|MSO|48 29 44.87|114 07 36.35|N F FLATHEAD RIVER NR COLUMBIA FALLS MT
FCKM8|12331500       |DDD09128|MSO|46 37 43.42|113 09 02.49|FLINT CREEK NEAR DRUMMOND MT
FISM8|12302055       |DE08A108|MSO|48 21 20.17|115 18 52.74|FISHER RIVER NEAR LIBBY MT
FLNM8|12329500       |DE0AC11A|MSO|46 27 49.53|113 14 25.00|FLINT CREEK AT MAXVILLE MT
FOYM8|12366500       |165F657E|MSO|48 09 15.52|114 14 56.13|FLATHEAD RIVER AT FOYS BEND NR KALISPELL MT
FPOM8|12372000       |F0034686|MSO|47 40 49.03|114 14 48.22|FLATHEAD RIVER NEAR POLSON MT
FTCM8|12325500       |DE0AB78A|MSO|46 13 57.60|113 17 59.54|FLINT CREEK NEAR SOUTHERN CROSS MT
GALM8|12323800       |DDD5666C|MSO|46 12 29.67|112 46 02.46|CLARK FORK NEAR GALEN MT
GLDM8|09202000       |DDC7C4FE|MSO|42 49 10   |109 42 59   |BOULDER CREEK BL BOULDER LAKE NR BOULDER WY
HGHM8|482100114000001|347C7276|MSO|48 20 28   |114 00 48   |HUNGRY HORSE DAM MT (USBR PRECIP SITE)
HHWM8|12362000       |345EB372|MSO|48 20 28   |114 00 48   |HUNGRY HORSE RESERVOIR NR HUNGRY HORSE MT
KBDM8|12301933       |CE11B438|MSO|48 24 02.39|115 19 07.39|KOOTENAI RIVER BL LIBBY DAM NR LIBBY MT
KERM8|12371550       |DF05403E|MSO|47 41 48.87|114 09 40.67|FLATHEAD LAKE AT POLSON MT
LBFM8|12324590       |163F52D6|MSO|46 31 10.14|112 47 35.42|LITTLE BLACKFOOT RIVER NEAR GARRISON MT
LCGM8|12323850       |DD60C09C|MSO|46 13 06.86|112 46 27.00|LOST CREEK NEAR GALEN MT
LOLM8|464329114315900|1638C580|MSO|46 43 29   |114 31 59   |LOLO HOT SPRINGS P. NR LOLO MT
MCAM8|12323670       |DD7893D8|MSO|46 04 58.70|112 55 01.88|MILL CREEK NR ANACONDA MT
MFRM8|12332000       |DD342216|MSO|46 11 04.45|113 30 05.65|MIDDLE FORK ROCK CR NR PHILIPSBURG MT
MSNM8|12377150       |DE3A8460|MSO|47 19 22.16|113 58 45.77|MISSION CREEK AB RESERVOIR NR ST. IGNATIUS MT
NVDM8|12335500       |1640429E|MSO|46 46 40.00|112 46 04.03|NEVADA CR AB RESERVOIR NR HELMVILLE MT
OPPM8|12323600       |DD6F536C|MSO|46 06 27.93|112 48 19.02|SILVER BOW CREEK AT OPPORTUNITY MT
OVNM8|470109113074400|1638EDBE|MSO|47 01 09   |113 07 44   |OVANDO P. NR OVANDO MT
PERM8|12388700       |DDD5751A|MSO|47 22 00.45|114 35 06.00|FLATHEAD RIVER AT PERMA MT
PLNM8|12389000       |DDF93662|MSO|47 25 45.12|114 51 23.52|CLARK FORK NEAR PLAINS MT
PLVM8|480634114520700|163828A0|MSO|48 06 34   |114 52 07   |PLEASANT VALLEY P. NR PLEASANT VALLEY MT
POLM8|484554114170100|1638E36C|MSO|48 45 54   |114 17 01   |POLEBRIDGE P. NR POLEBRIDGE MT
PRCM8|12390700       |DE39A582|MSO|47 35 09.82|115 21 18.36|PROSPECT CREEK AT THOMPSON FALLS MT
RCCM8|12334510       |DE0AD26C|MSO|46 43 20.41|113 40 59.02|ROCK CREEK NEAR CLINTON MT
SELM8|471300113310001|34422012|MSO|47 12 45   |113 31 09   |SEELEY LAKE MT (USBR PRECIP SITE)
SFCM8|12362500       |3461860A|MSO|48 21 23.68|114 02 16.29|S F FLATHEAD RIVER NR COLUMBIA FALLS MT
SLVM8|12323250       |DDE5601C|MSO|45 59 47.67|112 33 48.56|SILVER BOW CR BL BLACKTAIL CR AT BUTTE MT
SRGM8|12354500       |DE08E202|MSO|47 18 05.90|115 05 12.73|CLARK FORK AT ST. REGIS MT
SRLM8|12365700       |DE08B27E|MSO|48 13 02.10|114 18 49.45|STILLWATER RIVER AT LAWRENCE PARK AT KALISPELL
STRM8|12354000       |DE08D798|MSO|47 17 48.16|115 07 21.45|ST. REGIS RIVER NEAR ST. REGIS MT
SUMM8|481900113210001|34425682|MSO|48 19 00   |113 21 00   |MARIAS SUMMIT MT (USBR PRECIP SITE)
SWLM8|475500113500001|34426318|MSO|47 55 47   |113 50 42   |SWAN LAKE MT (USBR PRECIP SITES)
SWRM8|12370000       |DE348008|MSO|48 01 27.23|113 58 43.75|SWAN RIVER NEAR BIGFORK MT
TBAM8|12301250       |16E912E8|MSO|48 52 40.61|115 03 16.06|TOBACCO RIVER AT EUREKA MT
THRM8|12389500       |DDF940F2|MSO|47 35 30.69|115 13 46.33|THOMPSON RIVER NEAR THOMPSON FALLS MT
TNCM8|12359800       |345D211E|MSO|47 58 44.75|113 33 38.46|S F FLATHEAD R AB TWIN C NR HUNGRY HORSE MT
TRYM8|12304500       |DE06A560|MSO|48 33 42.20|115 58 12.57|YAAK RIVER NEAR TROY MT
VICM8|12350250       |D10F171E|MSO|46 26 35.52|114 07 25.56|BITTERROOT RIVER AT BELL CROSSING NR VICTOR MT
WCAM8|12323710       |DD78A642|MSO|46 03 52.24|112 53 36.71|WILLOW CREEK NR ANACONDA MT
WFBM8|12342500       |DE3AA28C|MSO|45 43 29.38|114 16 56.26|WEST FORK BITTERROOT RIVER NR CONNER MT
WGCM8|12358500       |345D81E6|MSO|48 29 43.86|114 00 36.75|M F FLATHEAD RIVER NEAR WEST GLACIER MT
WGLM8|483000113540001|3442EBDE|MSO|48 30 01   |113 59 19   |WEST GLACIER MT (USBR PRECIP SITE)
WHRM8|12366000       |DE08C4EE|MSO|48 19 12.67|114 16 42.94|WHITEFISH RIVER NEAR KALISPELL MT
WMSM8|12323750       |DDD072DA|MSO|46 10 46.19|112 46 50.02|SILVER BOW CREEK AT WARM SPRINGS MT
WSPM8|12323770       |DE063002|MSO|46 10 49.35|112 47 06.28|WARM SPRINGS CREEK AT WARM SPRINGS MT
GDRM8|06191000       |D10F0468|RIW|44 59 32.44|110 41 27.51|GARDNER RIVER NEAR MAMMOTH YNP
SBCM8|06187915       |DD9C63EC|RIW|45 00 10.19|110 00 06.74|SODA BUTTE CR AT PARK BNDRY AT SILVER GATE
ADDM8|06080900       |163AFB3C|TFX|47 37 06.62|112 41 31.40|SUN RIVER BL DIVERSION DAM NR AUGUSTA MT
BARM8|06016000       |163F41A0|TFX|45 06 58.06|112 45 01.78|BEAVERHEAD RIVER AT BARRETTS MT
BCMM8|06151500       |162C3972|TFX|48 38 58.17|109 13 54.10|BATTLE CREEK NEAR CHINOOK MT
BDCM8|06093200       |3462A7E8|TFX|48 22 10.02|112 48 06.41|BADGER CR BL FOUR HORNS CANAL NR BROWNING MT
BGKM8|06024450       |DE08F174|TFX|45 37 04.68|113 27 24.99|BIG HOLE RIVER BL BIG LAKE CR AT WISDOM MT
BHDM8|06024540       |DD9662BE|TFX|45 48 27.15|113 18 47.77|BIG HOLE RIVER BL MUDD CR NR WISDOM MT
BLDM8|06033000       |1718D6BA|TFX|46 12 39.71|112 05 29.94|BOULDER RIVER NEAR BOULDER MT
BSMM8|06139500       |DF05F3B0|TFX|48 31 36.17|109 50 29.68|BIG SANDY CREEK NEAR HAVRE MT
BTCM8|06090500       |DF0487DA|TFX|47 12 30.94|110 55 54.29|BELT CREEK NEAR MONARCH MT
CASM8|06074000       |16E94294|TFX|47 16 10.15|111 41 42.83|MISSOURI RIVER AT CASCADE MT
CBKM8|06099000       |16E8E096|TFX|48 38 00.25|112 20 47.33|CUT BANK CREEK AT CUT BANK MT
CCMM8|06142400       |162C5C94|TFX|48 34 43.93|109 23 28.07|CLEAR CREEK NEAR CHINOOK MT
CMNM8|06040000       |163F39E2|TFX|45 13 59.28|111 45 05.88|MADISON RIVER NEAR CAMERON MT
CMRM8|06038800       |D10F2284|TFX|44 53 19.16|111 34 51.19|MADISON RIVER AT KIRBY RANCH NR CAMERON MT
DBRM8|06073500       |DD1F702C|TFX|47 11 56.49|112 05 45.26|DEARBORN RIVER NEAR CRAIG MT
DILM8|06017000       |DD3094A2|TFX|45 13 06.18|112 39 19.20|BEAVERHEAD RIVER AT DILLON MT
DTTM8|06108000       |1739E034|TFX|47 55 49.17|111 33 10.59|TETON RIVER NEAR DUTTON MT
ECCM8|485831110252101|DE0AE7F6|TFX|48 58 30.75|110 25 21.29|MET STATION AT MILK R EASTERN CROSSING INTL BNDRY
EDNM8|06077500       |DE0690FA|TFX|47 11 21.45|111 23 10.46|SMITH RIVER NEAR EDEN MT
EGBM8|06048650       |DD7F6168|TFX|45 43 32.4 |111 03 58.3 |E GALLATIN R AB WATER RECLAMATION FA NR BOZEMAN MT
ERNM8|06135000       |34633070|TFX|48 58 29.35|110 25 18.40|MILK RIVER AT EASTERN CROSSING OF INT BNDRY
FBNM8|06090800       |DD7F721E|TFX|47 49 00.88|110 39 58.11|MISSOURI RIVER AT FORT BENTON MT
GDMM8|473603112451801|344142FA|TFX|47 36 03.90|112 45 16.86|NEAR GIBSON DAM NEAR AUGUSTA MT
GFLM8|06090300       |D10EF616|TFX|47 35 04.00|111 03 38.09|MISSOURI RIVER NEAR GREAT FALLS MT
GLGM8|06043500       |DE345660|TFX|45 29 50.28|111 16 14.55|GALLATIN RIVER NEAR GALLATIN GATEWAY MT
GNLM8|06026210       |DD9671C8|TFX|45 26 24.34|112 33 21.93|BIG HOLE RIVER NEAR GLEN MT
HASM8|06065500       |DE34708C|TFX|46 45 58.29|111 53 19.66|MISSOURI RIVER BL HAUSER DAM NEAR HELENA MT
HBDM8|06038500       |F0010078|TFX|44 51 59.01|111 20 19.61|MADISON RIVER BL HEBGEN LAKE NR GRAYLING MT
HCCM8|06050000       |16E9770E|TFX|45 33 47.98|111 04 18.80|HYALITE C AT HYALITE R S NR BOZEMAN MT
HRLM8|06154100       |17235576|TFX|48 29 22.71|108 45 32.22|MILK RIVER NEAR HARLEM MT
HTRM8|06066500       |DE067308|TFX|46 59 41.06|112 00 38.40|MISSOURI RIVER BL HOLTER DAM NR WOLF CR MT
HVRM8|06140500       |1718C5CC|TFX|48 33 49.27|109 41 45.44|MILK RIVER AT HAVRE MT
JDRM8|06114700       |162D00C0|TFX|47 39 54.57|109 39 07.25|JUDITH RIVER NR MOUTH NR WINIFRED MT
JRUM8|06110020       |16E8F3E0|TFX|46 55 03.8 |110 11 20.2 |JUDITH RIVER ABOVE CARR CREEK NEAR UTICA MT
LDKM8|06115200       |CE5DC0E8|TFX|47 37 53.15|108 41 15.88|MISSOURI RIVER NEAR LANDUSKY MT
LOGM8|06052500       |CE78ADF2|TFX|45 53 07.28|111 26 17.83|GALLATIN RIVER AT LOGAN MT
LOMM8|06102050       |D10414B6|TFX|47 56 45.25|110 34 51.02|MARIAS RIVER NEAR LOMA MT
LPPM8|06071300       |DE06607E|TFX|47 00 19.57|112 04 13.12|LITTLE PRICKLY PEAR CR AT WOLF CR MT
LRRM8|06012500       |34867130|TFX|44 39 21.17|112 22 16.40|RED ROCK R BL LIMA RESERVOIR NR MONIDA MT
LTPM8|06111800       |16E9019E|TFX|47 05 16.2 |109 27 27.0 |BIG SPRING CR AT R&B TRADING POST NR LEWISTOWN MT
LTRM8|06108800       |162C37A0|TFX|47 55 57.79|110 30 51.96|TETON RIVER AT LOMA MT
MADM8|06041000       |D10F72F8|TFX|45 29 24.83|111 38 04.22|MADISON RIVER BL ENNIS LAKE NR MCALLISTER MT
MDSM8|06037500       |DD7F54F2|TFX|44 39 25.46|111 04 04.67|MADISON RIVER NEAR WEST YELLOWSTONE MT
MDYM8|06088500       |17C057F2|TFX|47 33 40.56|111 32 30.37|MUDDY CREEK AT VAUGHN MT
MGGM8|05014500       |DD965724|TFX|48 47 55.80|113 39 24.23|SWIFTCURRENT CREEK AT MANY GLACIER MT
MLRM8|06025500       |1735112C|TFX|45 31 35.69|112 42 06.21|BIG HOLE RIVER NEAR MELROSE MT
MRCM8|06101500       |3473A28C|TFX|48 18 21.46|111 04 49.90|MARIAS RIVER NEAR CHESTER MT
MRDM8|06025250       |DDE52316|TFX|45 42 04.57|112 44 09.49|BIG HOLE RIVER AT MAIDEN ROCK NR DIVIDE MT
MRPM8|06040800       |D10F827C|TFX|45 29 11.74|111 38 01.89|MADISON RIVER AB POWERPLANT NR MCALLISTER MT
NFMM8|06133500       |34632306|TFX|48 57 48.70|113 03 44.48|N F MILK RIVER AB ST. MARY CANAL NR BROWNING MT
NFSM8|06078500       |348681B4|TFX|47 38 23.5 |112 51 33.6 |NORTH FORK SUN RIVER NEAR AUGUSTA MT
NMCM8|485748113034401|17AFD546|TFX|48 57 47.79|113 03 44.13|MET STATION AT NF MILK R AB ST. MARY CANAL
NMRM8|06134000       |4543C552|TFX|49 01 34.81|112 58 10.91|NORTH MILK RIVER NEAR INTERNATIONAL BOUNDARY
PBRM8|06027600       |163FBFF6|TFX|45 44 51.01|112 11 14.02|JEFFERSON RIVER AT PARSONS BDG NR SILVER STAR MT
PDBM8|06133000       |482F811E|TFX|49 00 27.06|112 32 42.93|MILK RIVER AT WESTERN CROSSING OF INT'L BOUNDARY
PEOM8|06154400       |DE39836E|TFX|48 13 25.44|108 42 50.59|PEOPLES CREEK NEAR HAYS MT
PKPM8|06061500       |16400194|TFX|46 31 08.75|111 56 48.43|PRICKLY PEAR CREEK NEAR CLANCY MT
RIMM8|06062500       |DE062374|TFX|46 31 26.03|112 15 23.93|TENMILE CREEK NEAR RIMINI MT
RRBM8|06020600       |DE064692|TFX|45 14 30.73|112 06 40.46|RUBY RIVER BELOW RESERVOIR NEAR ALDER MT
RRLM8|06006000       |DD7F4784|TFX|44 36 56.85|111 37 32.41|RED ROCK CR AB LAKES NR LAKEVIEW MT
RRRM8|06019500       |DD9C5676|TFX|45 11 32.35|112 08 34.14|RUBY RIVER ABOVE RESERVOIR NEAR ALDER MT
RTBM8|06023000       |DE06838C|TFX|45 30 24.89|112 19 51.20|RUBY RIVER NEAR TWIN BRIDGES MT
SBUM8|05015500       |34771438|TFX|48 49 41.14|113 31 19.14|LAKE SHERBURNE AT SHERBURNE MT
SCCM8|05018500       |34629272|TFX|48 56 49.08|113 22 31.19|ST. MARY CANAL AT ST. MARY CROSSING NEAR BABB MT
SCIM8|05018000       |346305EA|TFX|48 51 10   |113 25 01   |ST. MARY CANAL AT INTAKE NEAR BABB MT
SFLM8|06076690       |16E9878A|TFX|46 47 44.88|111 10 42.80|SMITH RIVER NEAR FT LOGAN MT
SHLM8|06099500       |3486C2BE|TFX|48 25 37.91|111 53 23.41|MARIAS RIVER NEAR SHELBY MT
SMBM8|05020500       |482F9268|TFX|49 00 41.07|113 17 58.37|ST. MARY RIVER AT INTERNATIONAL BOUNDARY
SMHM8|06077200       |D104325A|TFX|46 49 40.73|111 11 32.06|SMITH RIVER BL EAGLE CR NR FORT LOGAN MT
SMYM8|05017500       |346346E0|TFX|48 49 59   |113 25 11   |ST. MARY RIVER NEAR BABB MT
SRVM8|06082200       |34710780|TFX|47 32 49.69|112 22 02.75|SUN RIVER BL WILLOW CR NR AUGUSTA MT
SSNM8|06079000       |34628104|TFX|47 37 42.99|112 51 56.74|SOUTH FORK SUN RIVER NEAR AUGUSTA MT
SSRM8|06085800       |DD3CD634|TFX|47 30 05.86|111 55 54.89|SUN RIVER AT SIMMS MT
TFKM8|06036650       |CE78B056|TFX|45 53 49.69|111 35 44.42|JEFFERSON RIVER NEAR THREE FORKS MT
